Below are the simulation results for the test trials
WORLD	TASK	SUCCESS	STEPS	LOWEST_CLEARANCE
29	6	0	42	0.004	
29	6	0	40	0.002	
29	6	0	39	0.000	
30	6	1	230	0.097	
30	6	1	250	0.092	
30	6	1	72	0.091	
30	6	1	72	0.129	
30	6	1	71	0.110	
31	6	1	149	0.098	
31	6	1	80	0.160	
31	6	1	70	0.144	
31	6	1	70	0.159	
31	6	1	69	0.144	
32	6	1	159	0.167	
32	6	1	107	0.143	
32	6	1	70	0.101	
32	6	1	70	0.101	
32	6	1	70	0.101	
33	6	1	250	0.099	
33	6	1	250	0.075	
33	6	1	58	0.074	
33	6	1	51	0.073	
33	6	1	57	0.079	
34	6	1	250	0.068	
34	6	1	78	0.100	
34	6	1	68	0.168	
34	6	1	68	0.176	
34	6	1	68	0.168	
35	6	1	213	0.053	
35	6	1	250	0.073	
35	6	1	113	0.065	
35	6	1	76	0.110	
35	6	1	76	0.087	
36	6	1	96	0.112	
36	6	1	73	0.129	
36	6	1	68	0.208	
36	6	1	68	0.196	
36	6	1	68	0.196	
37	6	1	250	0.084	
37	6	1	250	0.151	
37	6	1	84	0.059	
37	6	1	74	0.074	
37	6	1	77	0.086	
38	6	1	250	0.205	
38	6	1	250	0.202	
38	6	1	48	0.072	
38	6	1	81	0.097	
38	6	1	81	0.079	
39	6	1	250	0.124	
39	6	1	250	0.181	
39	6	1	71	0.167	
39	6	1	72	0.130	
39	6	1	70	0.159	
40	6	1	70	0.301	
40	6	1	70	0.301	
40	6	1	80	0.340	
40	6	1	80	0.333	
40	6	1	80	0.353	
41	6	1	71	0.240	
41	6	1	70	0.227	
41	6	1	73	0.224	
41	6	1	73	0.219	
41	6	1	74	0.215	
42	6	1	70	0.682	
42	6	1	70	0.682	
42	6	1	73	0.666	
42	6	1	73	0.666	
42	6	1	73	0.660	
43	6	1	250	0.096	
43	6	1	250	0.121	
43	6	1	90	0.065	
43	6	1	90	0.074	
43	6	1	78	0.103	
44	6	1	250	0.157	
44	6	1	250	0.130	
44	6	1	84	0.085	
44	6	1	74	0.096	
44	6	1	76	0.096	
45	6	1	179	0.115	
45	6	1	149	0.073	
45	6	1	35	0.095	
45	6	1	33	0.103	
45	6	1	76	0.106	
46	6	1	250	0.092	
46	6	1	250	0.148	
46	6	1	86	0.061	
46	6	1	79	0.126	
46	6	1	80	0.088	
47	6	1	250	0.094	
47	6	1	250	0.060	
47	6	1	93	0.076	
47	6	1	76	0.057	
47	6	1	97	0.069	
48	6	1	250	0.087	
48	6	1	250	0.116	
48	6	1	70	0.167	
48	6	1	75	0.152	
48	6	1	70	0.135	
49	6	1	250	0.064	
49	6	1	250	0.057	
49	6	1	73	0.110	
49	6	1	78	0.109	
49	6	1	80	0.087	
50	6	1	80	0.259	
50	6	1	176	0.153	
50	6	1	69	0.206	
50	6	1	70	0.228	
50	6	1	69	0.195	
51	6	1	73	0.161	
51	6	1	139	0.072	
51	6	1	69	0.161	
51	6	1	70	0.120	
51	6	1	69	0.207	
52	6	1	116	0.217	
52	6	1	76	0.253	
52	6	1	69	0.158	
52	6	1	73	0.120	
52	6	1	72	0.143	
53	6	1	250	0.142	
53	6	1	250	0.143	
53	6	1	73	0.136	
53	6	1	76	0.113	
53	6	1	73	0.146	
54	6	1	74	0.169	
54	6	1	250	0.082	
54	6	1	69	0.189	
54	6	1	69	0.268	
54	6	1	68	0.234	
55	6	1	250	0.121	
55	6	1	250	0.109	
55	6	1	80	0.113	
55	6	1	82	0.081	
55	6	1	82	0.078	
56	6	1	140	0.255	
56	6	1	212	0.201	
56	6	1	72	0.107	
56	6	1	72	0.132	
56	6	1	72	0.107	
57	6	1	167	0.080	
57	6	1	209	0.060	
57	6	1	87	0.081	
57	6	0	81	0.000	
57	6	1	85	0.093	
58	6	1	235	0.058	
58	6	1	250	0.057	
58	6	1	129	0.063	
58	6	1	116	0.073	
58	6	1	105	0.061	
59	6	1	250	0.066	
59	6	1	250	0.132	
59	6	1	142	0.058	
59	6	1	92	0.077	
59	6	1	83	0.096	
60	6	1	250	0.055	
60	6	1	250	0.173	
60	6	1	82	0.076	
60	6	1	84	0.072	
60	6	1	92	0.065	
61	6	1	70	0.405	
61	6	1	70	0.390	
61	6	1	82	0.403	
61	6	1	86	0.383	
61	6	1	73	0.377	
62	6	1	250	0.067	
62	6	1	250	0.078	
62	6	1	94	0.047	
62	6	1	127	0.042	
62	6	1	89	0.094	
63	6	1	99	0.106	
63	6	1	118	0.109	
63	6	1	71	0.125	
63	6	1	73	0.112	
63	6	1	71	0.118	
64	6	1	250	0.128	
64	6	1	250	0.141	
64	6	1	70	0.138	
64	6	1	70	0.088	
64	6	1	70	0.157	
65	6	1	74	0.167	
65	6	1	87	0.139	
65	6	1	69	0.121	
65	6	1	68	0.161	
65	6	1	69	0.120	
66	6	1	250	0.102	
66	6	1	250	0.128	
66	6	1	72	0.130	
66	6	1	75	0.119	
66	6	1	77	0.091	
67	6	1	70	0.358	
67	6	1	70	0.358	
67	6	1	78	0.307	
67	6	1	80	0.367	
67	6	1	86	0.304	
68	6	1	92	0.155	
68	6	1	124	0.185	
68	6	1	73	0.122	
68	6	1	70	0.122	
68	6	1	88	0.188	
69	6	1	250	0.126	
69	6	1	250	0.153	
69	6	1	78	0.112	
69	6	1	75	0.132	
69	6	1	71	0.106	
70	6	1	71	0.179	
70	6	1	71	0.121	
70	6	1	70	0.129	
70	6	1	70	0.147	
70	6	1	70	0.104	
71	6	1	191	0.136	
71	6	1	103	0.087	
71	6	1	69	0.092	
71	6	1	69	0.160	
71	6	1	69	0.092	
72	6	1	71	0.261	
72	6	1	71	0.255	
72	6	1	73	0.211	
72	6	1	73	0.234	
72	6	1	73	0.206	
73	6	1	250	0.198	
73	6	1	245	0.065	
73	6	1	72	0.097	
73	6	1	73	0.159	
73	6	1	73	0.158	
74	6	1	250	0.255	
74	6	1	250	0.172	
74	6	1	72	0.159	
74	6	1	71	0.186	
74	6	1	70	0.121	
75	6	1	70	0.387	
75	6	1	70	0.336	
75	6	1	74	0.347	
75	6	1	74	0.347	
75	6	1	74	0.354	
76	6	1	250	0.104	
76	6	1	241	0.122	
76	6	1	71	0.156	
76	6	1	71	0.135	
76	6	1	73	0.115	
77	6	1	73	0.256	
77	6	1	80	0.237	
77	6	1	74	0.173	
77	6	1	73	0.165	
77	6	1	74	0.173	
78	6	1	250	0.053	
78	6	1	250	0.089	
78	6	1	83	0.131	
78	6	1	73	0.087	
78	6	1	74	0.146	
79	6	1	76	0.116	
79	6	1	137	0.095	
79	6	1	70	0.160	
79	6	1	70	0.129	
79	6	1	70	0.152	
80	6	1	250	0.082	
80	6	1	250	0.088	
80	6	1	73	0.108	
80	6	1	87	0.065	
80	6	1	79	0.108	
81	6	1	250	0.080	
81	6	1	250	0.124	
81	6	1	73	0.123	
81	6	1	69	0.107	
81	6	1	75	0.117	
82	6	1	250	0.093	
82	6	1	250	0.102	
82	6	1	110	0.060	
82	6	1	99	0.043	
82	6	1	78	0.084	
83	6	1	96	0.088	
83	6	1	90	0.090	
83	6	1	82	0.102	
83	6	1	82	0.099	
83	6	1	81	0.113	
84	6	1	198	0.114	
84	6	1	127	0.132	
84	6	1	72	0.064	
84	6	1	73	0.067	
84	6	1	72	0.057	
85	6	1	250	0.104	
85	6	1	250	0.152	
85	6	1	74	0.132	
85	6	1	72	0.148	
85	6	1	73	0.108	
86	6	1	250	0.101	
86	6	1	250	0.062	
86	6	1	98	0.053	
86	6	1	78	0.120	
86	6	1	99	0.048	
87	6	1	250	0.120	
87	6	1	250	0.129	
87	6	1	72	0.094	
87	6	1	72	0.097	
87	6	1	70	0.103	
88	6	1	74	0.125	
88	6	1	99	0.122	
88	6	1	80	0.099	
88	6	1	80	0.123	
88	6	1	79	0.125	
89	6	1	250	0.088	
89	6	1	245	0.078	
89	6	1	74	0.082	
89	6	1	74	0.090	
89	6	1	74	0.092	
90	6	1	109	0.073	
90	6	1	250	0.109	
90	6	1	68	0.104	
90	6	1	68	0.170	
90	6	1	68	0.169	
91	6	1	153	0.073	
91	6	1	117	0.082	
91	6	1	70	0.120	
91	6	1	72	0.164	
91	6	1	71	0.166	
92	6	1	250	0.164	
92	6	1	250	0.098	
92	6	1	70	0.186	
92	6	1	72	0.145	
92	6	1	75	0.132	
93	6	1	70	0.808	
93	6	1	70	0.808	
93	6	1	83	0.779	
93	6	1	74	0.791	
93	6	1	74	0.791	
94	6	1	70	0.378	
94	6	1	70	0.378	
94	6	1	79	0.410	
94	6	1	79	0.379	
94	6	1	79	0.370	
95	6	1	250	0.104	
95	6	1	250	0.137	
95	6	1	70	0.134	
95	6	1	72	0.152	
95	6	1	71	0.133	
96	6	1	250	0.083	
96	6	1	250	0.077	
96	6	1	82	0.116	
96	6	1	77	0.129	
96	6	1	78	0.121	
97	6	1	250	0.111	
97	6	1	250	0.105	
97	6	1	72	0.127	
97	6	1	71	0.109	
97	6	1	72	0.125	
98	6	1	250	0.102	
98	6	1	250	0.081	
98	6	1	75	0.147	
98	6	1	73	0.158	
98	6	1	80	0.116	
99	6	1	187	0.129	
99	6	1	250	0.129	
99	6	1	76	0.125	
99	6	1	30	0.120	
99	6	1	89	0.151	
100	6	1	250	0.147	
100	6	1	175	0.097	
100	6	1	68	0.179	
100	6	1	69	0.149	
100	6	1	68	0.166	
101	6	1	76	0.270	
101	6	1	76	0.211	
101	6	1	74	0.178	
101	6	1	74	0.178	
101	6	1	77	0.173	
102	6	1	250	0.071	
102	6	1	246	0.081	
102	6	1	69	0.179	
102	6	1	55	0.117	
102	6	1	71	0.168	
103	6	1	250	0.105	
103	6	1	250	0.103	
103	6	1	76	0.140	
103	6	1	78	0.142	
103	6	1	84	0.103	
104	6	1	250	0.123	
104	6	1	250	0.065	
104	6	1	80	0.112	
104	6	1	82	0.122	
104	6	1	80	0.123	
105	6	1	250	0.129	
105	6	1	44	0.055	
105	6	1	78	0.107	
105	6	1	82	0.065	
105	6	1	90	0.063	
106	6	1	250	0.100	
106	6	1	250	0.124	
106	6	1	79	0.124	
106	6	1	79	0.121	
106	6	1	72	0.141	
107	6	1	209	0.038	
107	6	1	97	0.125	
107	6	1	69	0.169	
107	6	1	70	0.201	
107	6	1	77	0.083	
108	6	1	74	0.225	
108	6	1	75	0.276	
108	6	1	75	0.176	
108	6	1	75	0.178	
108	6	1	75	0.176	
109	6	1	246	0.143	
109	6	1	155	0.118	
109	6	1	70	0.149	
109	6	1	70	0.094	
109	6	1	70	0.123	
110	6	1	235	0.143	
110	6	1	250	0.108	
110	6	1	71	0.179	
110	6	1	70	0.153	
110	6	1	73	0.146	
111	6	1	250	0.114	
111	6	1	250	0.133	
111	6	1	90	0.108	
111	6	1	104	0.094	
111	6	1	84	0.094	
112	6	1	250	0.158	
112	6	1	183	0.091	
112	6	1	77	0.030	
112	6	1	103	0.060	
112	6	1	115	0.069	
113	6	1	203	0.067	
113	6	1	250	0.060	
113	6	1	100	0.093	
113	6	1	104	0.071	
113	6	1	113	0.074	
114	6	1	250	0.096	
114	6	1	250	0.091	
114	6	1	110	0.076	
114	6	1	108	0.051	
114	6	1	100	0.099	
115	6	1	250	0.083	
115	6	1	125	0.121	
115	6	1	85	0.099	
115	6	1	77	0.135	
115	6	1	77	0.107	
116	6	1	77	0.191	
116	6	1	102	0.111	
116	6	1	70	0.146	
116	6	1	70	0.154	
116	6	1	71	0.121	
117	6	1	250	0.137	
117	6	1	250	0.171	
117	6	1	78	0.099	
117	6	1	80	0.089	
117	6	1	77	0.047	
118	6	1	250	0.059	
118	6	1	250	0.104	
118	6	1	76	0.105	
118	6	1	81	0.079	
118	6	1	87	0.074	
119	6	1	250	0.065	
119	6	1	250	0.130	
119	6	1	81	0.106	
119	6	1	90	0.106	
119	6	1	86	0.085	
120	6	1	250	0.064	
120	6	1	250	0.074	
120	6	1	102	0.107	
120	6	1	92	0.112	
120	6	1	91	0.117	
121	6	1	250	0.144	
121	6	1	250	0.143	
121	6	1	82	0.105	
121	6	1	87	0.101	
121	6	1	89	0.125	
122	6	1	135	0.151	
122	6	1	250	0.127	
122	6	1	72	0.155	
122	6	1	70	0.130	
122	6	1	73	0.095	
123	6	1	250	0.113	
123	6	1	250	0.108	
123	6	1	100	0.066	
123	6	1	85	0.085	
123	6	1	96	0.077	
124	6	1	200	0.071	
124	6	1	250	0.121	
124	6	1	72	0.166	
124	6	1	75	0.174	
124	6	1	77	0.145	
125	6	1	250	0.157	
125	6	1	250	0.094	
125	6	1	85	0.069	
125	6	1	87	0.063	
125	6	1	93	0.069	
126	6	1	250	0.199	
126	6	1	250	0.143	
126	6	1	78	0.095	
126	6	1	74	0.115	
126	6	1	75	0.104	
127	6	1	250	0.103	
127	6	1	250	0.143	
127	6	1	82	0.113	
127	6	1	95	0.065	
127	6	1	99	0.077	
128	6	1	196	0.268	
128	6	1	139	0.248	
128	6	1	69	0.110	
128	6	1	68	0.104	
128	6	1	69	0.091	
129	6	1	219	0.083	
129	6	1	82	0.131	
129	6	1	72	0.129	
129	6	1	74	0.131	
129	6	1	71	0.089	
130	6	1	230	0.115	
130	6	1	180	0.088	
130	6	1	69	0.156	
130	6	1	70	0.125	
130	6	1	69	0.106	
131	6	1	250	0.113	
131	6	1	227	0.097	
131	6	1	77	0.098	
131	6	1	78	0.132	
131	6	1	82	0.099	
132	6	1	34	0.089	
132	6	1	216	0.133	
132	6	1	70	0.140	
132	6	1	70	0.045	
132	6	1	75	0.143	
133	6	1	250	0.075	
133	6	1	250	0.072	
133	6	1	82	0.153	
133	6	1	95	0.098	
133	6	1	87	0.145	
134	6	1	250	0.084	
134	6	1	250	0.145	
134	6	1	80	0.085	
134	6	1	94	0.086	
134	6	1	71	0.144	
135	6	1	77	0.238	
135	6	1	79	0.261	
135	6	1	71	0.185	
135	6	1	78	0.173	
135	6	1	74	0.181	
136	6	1	250	0.144	
136	6	1	250	0.176	
136	6	1	84	0.096	
136	6	1	92	0.071	
136	6	1	97	0.062	
137	6	1	250	0.112	
137	6	1	250	0.088	
137	6	1	100	0.052	
137	6	1	108	0.066	
137	6	1	88	0.071	
138	6	1	250	0.148	
138	6	1	250	0.116	
138	6	1	90	0.082	
138	6	1	99	0.066	
138	6	1	90	0.092	
139	6	1	250	0.105	
139	6	1	250	0.185	
139	6	1	71	0.165	
139	6	1	71	0.166	
139	6	1	74	0.137	
140	6	1	250	0.069	
140	6	1	250	0.167	
140	6	1	72	0.091	
140	6	1	82	0.117	
140	6	1	84	0.115	
141	6	1	250	0.091	
141	6	1	250	0.150	
141	6	1	77	0.095	
141	6	1	78	0.085	
141	6	1	75	0.100	
142	6	1	250	0.090	
142	6	1	250	0.164	
142	6	1	70	0.080	
142	6	1	71	0.103	
142	6	1	70	0.097	
143	6	1	250	0.114	
143	6	1	250	0.059	
143	6	1	76	0.162	
143	6	1	75	0.112	
143	6	1	75	0.104	
144	6	1	250	0.068	
144	6	1	250	0.165	
144	6	1	94	0.078	
144	6	1	73	0.092	
144	6	1	80	0.099	
145	6	1	250	0.149	
145	6	1	208	0.166	
145	6	1	75	0.089	
145	6	1	74	0.065	
145	6	1	70	0.094	
146	6	1	75	0.245	
146	6	1	98	0.163	
146	6	1	67	0.170	
146	6	1	67	0.160	
146	6	1	69	0.106	
147	6	1	250	0.097	
147	6	1	250	0.114	
147	6	1	71	0.106	
147	6	1	70	0.142	
147	6	1	70	0.114	
148	6	1	250	0.075	
148	6	1	250	0.089	
148	6	1	83	0.067	
148	6	1	74	0.077	
148	6	1	40	0.117	
149	6	1	250	0.107	
149	6	1	250	0.087	
149	6	1	74	0.125	
149	6	1	72	0.103	
149	6	1	72	0.133	
150	6	1	250	0.084	
150	6	1	250	0.147	
150	6	1	80	0.119	
150	6	1	83	0.100	
150	6	1	94	0.053	
151	6	1	250	0.118	
151	6	1	250	0.112	
151	6	1	78	0.133	
151	6	1	79	0.102	
151	6	1	100	0.067	
152	6	1	201	0.113	
152	6	1	250	0.118	
152	6	1	70	0.117	
152	6	1	70	0.127	
152	6	1	82	0.093	
153	6	1	250	0.148	
153	6	1	250	0.139	
153	6	1	65	0.065	
153	6	1	81	0.072	
153	6	1	100	0.074	
154	6	1	250	0.112	
154	6	1	250	0.110	
154	6	1	80	0.081	
154	6	1	80	0.065	
154	6	1	78	0.088	
155	6	1	250	0.077	
155	6	1	250	0.107	
155	6	1	73	0.112	
155	6	1	69	0.145	
155	6	1	71	0.150	
156	6	1	83	0.268	
156	6	1	82	0.249	
156	6	1	73	0.128	
156	6	1	75	0.128	
156	6	1	73	0.177	
157	6	1	250	0.071	
157	6	1	250	0.083	
157	6	1	98	0.068	
157	6	1	127	0.053	
157	6	1	114	0.062	
158	6	1	250	0.062	
158	6	1	250	0.129	
158	6	1	80	0.038	
158	6	1	102	0.055	
158	6	1	115	0.076	
159	6	1	98	0.282	
159	6	1	82	0.319	
159	6	1	71	0.191	
159	6	1	70	0.151	
159	6	1	71	0.177	
160	6	1	250	0.161	
160	6	1	250	0.134	
160	6	1	87	0.083	
160	6	1	82	0.086	
160	6	1	82	0.065	
161	6	1	78	0.257	
161	6	1	79	0.219	
161	6	1	71	0.163	
161	6	1	71	0.179	
161	6	1	71	0.179	
162	6	1	250	0.106	
162	6	1	250	0.070	
162	6	1	78	0.088	
162	6	1	75	0.125	
162	6	1	74	0.145	
163	6	1	250	0.110	
163	6	1	250	0.076	
163	6	1	84	0.034	
163	6	1	96	0.077	
163	6	1	80	0.095	
164	6	1	199	0.128	
164	6	1	250	0.127	
164	6	1	70	0.122	
164	6	1	79	0.124	
164	6	1	71	0.100	
165	6	1	250	0.104	
165	6	1	250	0.085	
165	6	1	93	0.080	
165	6	1	89	0.079	
165	6	1	90	0.080	
166	6	1	250	0.138	
166	6	1	250	0.089	
166	6	1	73	0.125	
166	6	1	81	0.090	
166	6	1	75	0.127	
167	6	1	250	0.091	
167	6	1	90	0.120	
167	6	1	46	0.067	
167	6	1	65	0.060	
167	6	1	37	0.079	
168	6	1	250	0.088	
168	6	1	250	0.114	
168	6	1	87	0.132	
168	6	1	82	0.158	
168	6	1	81	0.117	
169	6	1	250	0.106	
169	6	1	250	0.074	
169	6	1	131	0.065	
169	6	1	99	0.058	
169	6	1	60	0.045	
170	6	1	250	0.076	
170	6	1	250	0.139	
170	6	1	75	0.107	
170	6	1	74	0.087	
170	6	1	82	0.089	
171	6	1	250	0.151	
171	6	1	250	0.105	
171	6	1	94	0.104	
171	6	1	99	0.033	
171	6	1	86	0.101	
172	6	1	250	0.162	
172	6	1	250	0.106	
172	6	1	99	0.092	
172	6	1	109	0.089	
172	6	1	103	0.093	
173	6	1	250	0.157	
173	6	1	250	0.119	
173	6	1	91	0.098	
173	6	1	95	0.088	
173	6	1	92	0.094	
174	6	1	250	0.128	
174	6	1	250	0.082	
174	6	1	69	0.154	
174	6	1	70	0.134	
174	6	1	70	0.140	
175	6	1	250	0.095	
175	6	1	250	0.066	
175	6	1	113	0.076	
175	6	1	110	0.071	
175	6	1	90	0.091	
176	6	1	250	0.125	
176	6	1	250	0.138	
176	6	1	81	0.103	
176	6	1	78	0.111	
176	6	1	79	0.128	
177	6	1	250	0.107	
177	6	1	250	0.142	
177	6	1	73	0.102	
177	6	1	84	0.095	
177	6	1	85	0.088	
178	6	1	250	0.105	
178	6	1	250	0.093	
178	6	1	79	0.102	
178	6	1	77	0.118	
178	6	1	82	0.118	
179	6	1	250	0.120	
179	6	1	250	0.077	
179	6	1	94	0.082	
179	6	1	84	0.086	
179	6	1	90	0.063	
180	6	1	250	0.121	
180	6	1	250	0.075	
180	6	1	79	0.066	
180	6	1	44	0.069	
180	6	1	88	0.086	
181	6	1	250	0.097	
181	6	1	250	0.181	
181	6	1	89	0.094	
181	6	1	109	0.068	
181	6	1	80	0.097	
182	6	1	250	0.162	
182	6	1	250	0.106	
182	6	1	79	0.065	
182	6	1	82	0.071	
182	6	1	102	0.083	
183	6	1	250	0.090	
183	6	1	250	0.084	
183	6	1	79	0.115	
183	6	1	77	0.146	
183	6	1	89	0.084	
184	6	1	250	0.169	
184	6	1	250	0.133	
184	6	1	74	0.135	
184	6	1	78	0.146	
184	6	1	71	0.146	
185	6	1	250	0.105	
185	6	1	250	0.119	
185	6	1	76	0.094	
185	6	1	71	0.143	
185	6	1	77	0.126	
186	6	1	250	0.073	
186	6	1	250	0.032	
186	6	1	75	0.090	
186	6	1	94	0.067	
186	6	1	106	0.066	
187	6	1	75	0.066	
187	6	1	250	0.094	
187	6	1	78	0.046	
187	6	1	97	0.071	
187	6	1	86	0.045	
188	6	1	250	0.111	
188	6	1	250	0.149	
188	6	1	72	0.119	
188	6	1	73	0.113	
188	6	1	74	0.119	
189	6	1	156	0.112	
189	6	1	250	0.079	
189	6	1	86	0.069	
189	6	1	80	0.074	
189	6	1	84	0.079	
190	6	1	250	0.071	
190	6	1	250	0.148	
190	6	1	102	0.075	
190	6	1	82	0.071	
190	6	1	92	0.060	
191	6	1	250	0.055	
191	6	1	250	0.068	
191	6	1	108	0.073	
191	6	1	85	0.090	
191	6	1	82	0.081	
192	6	1	250	0.158	
192	6	1	250	0.137	
192	6	1	131	0.044	
192	6	0	103	0.012	
192	6	1	95	0.050	
193	6	1	250	0.095	
193	6	1	250	0.091	
193	6	1	104	0.084	
193	6	1	115	0.077	
193	6	1	117	0.098	
194	6	1	250	0.140	
194	6	1	250	0.134	
194	6	1	86	0.076	
194	6	1	103	0.067	
194	6	1	99	0.066	
195	6	1	250	0.139	
195	6	1	250	0.083	
195	6	1	76	0.103	
195	6	1	79	0.100	
195	6	1	81	0.099	
196	6	1	250	0.125	
196	6	1	250	0.080	
196	6	1	79	0.093	
196	6	1	74	0.119	
196	6	1	74	0.098	
197	6	1	250	0.159	
197	6	1	250	0.132	
197	6	1	77	0.133	
197	6	1	80	0.105	
197	6	1	81	0.137	
198	6	1	250	0.037	
198	6	1	250	0.113	
198	6	1	85	0.059	
198	6	1	87	0.089	
198	6	1	81	0.095	
199	6	1	250	0.066	
199	6	1	250	0.084	
199	6	1	77	0.097	
199	6	1	93	0.078	
199	6	1	98	0.086	
200	6	1	250	0.114	
200	6	1	250	0.105	
200	6	1	72	0.152	
200	6	1	72	0.136	
200	6	1	74	0.096	
201	6	1	250	0.202	
201	6	1	250	0.070	
201	6	1	74	0.088	
201	6	1	81	0.088	
201	6	1	86	0.100	
202	6	1	235	0.092	
202	6	1	250	0.112	
202	6	1	73	0.189	
202	6	1	77	0.129	
202	6	1	77	0.132	
203	6	1	250	0.123	
203	6	1	250	0.128	
203	6	1	59	0.075	
203	6	1	91	0.064	
203	6	1	83	0.085	
204	6	1	250	0.084	
204	6	1	250	0.105	
204	6	1	96	0.106	
204	6	1	85	0.081	
204	6	1	87	0.082	
205	6	1	250	0.108	
205	6	1	250	0.068	
205	6	1	105	0.101	
205	6	1	108	0.067	
205	6	1	97	0.073	
206	6	1	250	0.171	
206	6	1	250	0.093	
206	6	1	89	0.060	
206	6	1	94	0.079	
206	6	1	109	0.083	
207	6	1	250	0.122	
207	6	1	250	0.090	
207	6	1	78	0.057	
207	6	1	51	0.087	
207	6	1	54	0.086	
208	6	1	250	0.108	
208	6	1	250	0.098	
208	6	1	84	0.095	
208	6	1	81	0.082	
208	6	1	105	0.071	
209	6	1	250	0.134	
209	6	1	135	0.107	
209	6	1	74	0.139	
209	6	1	70	0.120	
209	6	1	73	0.116	
210	6	1	250	0.126	
210	6	1	250	0.138	
210	6	1	92	0.059	
210	6	1	108	0.065	
210	6	1	92	0.055	
211	6	1	250	0.093	
211	6	1	250	0.099	
211	6	1	98	0.056	
211	6	1	131	0.066	
211	6	1	113	0.052	
212	6	1	250	0.083	
212	6	1	250	0.108	
212	6	1	73	0.128	
212	6	1	75	0.139	
212	6	1	73	0.141	
213	6	1	250	0.195	
213	6	1	250	0.167	
213	6	1	92	0.114	
213	6	1	85	0.097	
