Below are the simulation results for the test trials
WORLD	TASK	SUCCESS	STEPS	LOWEST_CLEARANCE
38	6	1	250	0.320	
38	6	1	250	0.134	
39	6	1	113	0.095	
39	6	1	96	0.131	
39	6	1	92	0.081	
39	6	1	99	0.090	
39	6	1	104	0.101	
40	6	1	75	0.337	
40	6	1	75	0.347	
40	6	1	75	0.339	
40	6	1	75	0.343	
40	6	1	75	0.351	
41	6	1	75	0.221	
41	6	1	76	0.309	
41	6	1	77	0.299	
41	6	1	76	0.281	
41	6	1	75	0.273	
42	6	1	76	0.634	
42	6	1	75	0.639	
42	6	1	75	0.641	
42	6	1	75	0.639	
42	6	1	75	0.641	
43	6	1	250	0.124	
43	6	1	175	0.071	
43	6	1	136	0.077	
43	6	1	250	0.082	
43	6	1	250	0.072	
44	6	1	130	0.120	
44	6	1	124	0.068	
44	6	1	144	0.067	
44	6	1	143	0.058	
44	6	1	130	0.075	
45	6	1	112	0.104	
45	6	1	54	0.112	
45	6	1	60	0.099	
45	6	1	55	0.080	
45	6	1	62	0.090	
46	6	1	137	0.108	
46	6	1	114	0.052	
46	6	1	137	0.054	
46	6	1	133	0.060	
46	6	1	124	0.101	
47	6	1	113	0.046	
47	6	1	192	0.058	
47	6	1	134	0.046	
47	6	1	147	0.053	
47	6	0	99	0.004	
48	6	1	250	0.110	
48	6	1	93	0.093	
48	6	1	91	0.107	
48	6	1	93	0.128	
48	6	1	94	0.162	
49	6	1	224	0.070	
49	6	1	166	0.071	
49	6	1	164	0.070	
49	6	1	158	0.070	
49	6	1	150	0.075	
50	6	1	96	0.201	
50	6	1	92	0.196	
50	6	1	91	0.190	
50	6	1	98	0.165	
50	6	1	99	0.153	
51	6	1	86	0.215	
51	6	1	102	0.181	
51	6	1	89	0.251	
51	6	1	103	0.154	
51	6	1	106	0.212	
52	6	1	104	0.181	
52	6	1	102	0.184	
52	6	1	109	0.242	
52	6	1	250	0.122	
52	6	1	250	0.176	
53	6	1	96	0.149	
53	6	1	96	0.108	
53	6	1	95	0.134	
53	6	1	82	0.147	
53	6	1	107	0.148	
54	6	1	95	0.227	
54	6	1	108	0.243	
54	6	1	83	0.207	
54	6	1	94	0.198	
54	6	1	96	0.183	
55	6	1	250	0.095	
55	6	1	120	0.108	
55	6	1	116	0.053	
55	6	1	116	0.092	
55	6	1	250	0.088	
56	6	1	122	0.112	
56	6	1	97	0.171	
56	6	1	110	0.148	
56	6	1	120	0.170	
56	6	1	102	0.185	
57	6	1	132	0.094	
57	6	1	134	0.097	
57	6	1	250	0.012	
57	6	1	132	0.080	
57	6	1	250	0.136	
58	6	1	189	0.048	
58	6	1	176	0.062	
58	6	1	60	0.053	
58	6	1	181	0.052	
58	6	1	250	0.064	
59	6	1	197	0.050	
59	6	1	152	0.038	
59	6	1	140	0.048	
59	6	1	215	0.041	
59	6	1	250	0.050	
60	6	0	73	0.002	
60	6	1	107	0.053	
60	6	1	113	0.077	
60	6	1	250	0.056	
60	6	1	250	0.066	
61	6	1	75	0.395	
61	6	1	75	0.395	
61	6	1	75	0.396	
61	6	1	75	0.396	
61	6	1	75	0.397	
62	6	1	220	0.041	
62	6	1	163	0.061	
62	6	1	185	0.047	
62	6	1	190	0.063	
62	6	1	201	0.043	
63	6	1	250	0.140	
63	6	1	98	0.126	
63	6	1	250	0.129	
63	6	1	250	0.173	
63	6	1	250	0.173	
64	6	1	109	0.102	
64	6	1	95	0.165	
64	6	1	118	0.102	
64	6	1	126	0.109	
64	6	1	94	0.112	
65	6	1	94	0.139	
65	6	1	91	0.193	
65	6	1	93	0.252	
65	6	1	87	0.298	
65	6	1	87	0.295	
66	6	1	96	0.147	
66	6	1	95	0.132	
66	6	1	101	0.132	
66	6	1	101	0.167	
66	6	1	118	0.113	
67	6	1	75	0.348	
67	6	1	75	0.343	
67	6	1	75	0.351	
67	6	1	75	0.343	
67	6	1	75	0.347	
68	6	1	250	0.215	
68	6	1	92	0.235	
68	6	1	88	0.200	
68	6	1	85	0.207	
68	6	1	84	0.253	
69	6	1	127	0.061	
69	6	1	193	0.028	
69	6	1	117	0.131	
69	6	1	116	0.057	
69	6	1	245	0.068	
70	6	1	86	0.159	
70	6	1	96	0.125	
70	6	1	92	0.180	
70	6	1	90	0.142	
70	6	1	93	0.160	
71	6	1	94	0.116	
71	6	1	92	0.159	
71	6	1	88	0.130	
71	6	1	93	0.118	
71	6	1	98	0.134	
72	6	1	81	0.231	
72	6	1	76	0.255	
72	6	1	80	0.244	
72	6	1	80	0.250	
72	6	1	78	0.251	
73	6	1	116	0.099	
73	6	1	113	0.106	
73	6	1	97	0.118	
73	6	1	107	0.105	
73	6	1	114	0.105	
74	6	1	117	0.108	
74	6	1	114	0.157	
74	6	1	123	0.109	
74	6	1	111	0.141	
74	6	1	87	0.163	
75	6	1	75	0.344	
75	6	1	76	0.341	
75	6	1	76	0.348	
75	6	1	75	0.346	
75	6	1	75	0.344	
76	6	1	129	0.043	
76	6	1	112	0.107	
76	6	1	115	0.105	
76	6	1	95	0.155	
76	6	1	84	0.149	
77	6	1	98	0.161	
77	6	1	98	0.184	
77	6	1	96	0.186	
77	6	1	94	0.171	
77	6	1	102	0.191	
78	6	1	250	0.091	
78	6	1	143	0.095	
78	6	1	250	0.058	
78	6	1	250	0.088	
78	6	1	250	0.071	
79	6	1	98	0.120	
79	6	1	97	0.101	
79	6	1	96	0.093	
79	6	1	250	0.126	
79	6	1	104	0.118	
80	6	1	65	0.075	
80	6	1	145	0.092	
80	6	1	169	0.127	
80	6	1	134	0.095	
80	6	1	175	0.059	
81	6	1	134	0.106	
81	6	1	117	0.094	
81	6	1	110	0.149	
81	6	1	128	0.125	
81	6	1	134	0.114	
82	6	1	142	0.040	
82	6	1	111	0.055	
82	6	1	250	0.043	
82	6	1	113	0.077	
82	6	1	143	0.049	
83	6	1	99	0.073	
83	6	1	100	0.099	
83	6	1	97	0.092	
83	6	1	108	0.087	
83	6	1	124	0.073	
84	6	1	102	0.069	
84	6	1	100	0.108	
84	6	1	101	0.095	
84	6	1	104	0.065	
84	6	1	106	0.055	
85	6	1	250	0.117	
85	6	1	139	0.122	
85	6	1	121	0.128	
85	6	1	144	0.091	
85	6	1	139	0.109	
86	6	1	168	0.047	
86	6	1	154	0.049	
86	6	1	184	0.048	
86	6	1	250	0.062	
86	6	1	165	0.059	
87	6	1	88	0.124	
87	6	1	89	0.087	
87	6	1	88	0.183	
87	6	1	98	0.097	
87	6	1	90	0.150	
88	6	1	83	0.176	
88	6	1	83	0.251	
88	6	1	94	0.119	
88	6	1	250	0.144	
88	6	1	96	0.193	
89	6	1	117	0.063	
89	6	1	123	0.076	
89	6	1	101	0.101	
89	6	1	150	0.070	
89	6	1	102	0.121	
90	6	1	93	0.147	
90	6	1	85	0.342	
90	6	1	88	0.222	
90	6	1	90	0.205	
90	6	1	93	0.120	
91	6	1	102	0.121	
91	6	1	119	0.100	
91	6	1	98	0.154	
91	6	1	106	0.124	
91	6	1	101	0.124	
92	6	1	250	0.172	
92	6	1	104	0.150	
92	6	1	114	0.148	
92	6	1	250	0.131	
92	6	1	123	0.132	
93	6	1	75	0.795	
93	6	1	75	0.795	
93	6	1	76	0.795	
93	6	1	75	0.795	
93	6	1	75	0.795	
94	6	1	75	0.393	
94	6	1	75	0.394	
94	6	1	75	0.392	
94	6	1	75	0.394	
94	6	1	75	0.394	
95	6	1	123	0.119	
95	6	1	100	0.180	
95	6	1	95	0.131	
95	6	1	89	0.123	
95	6	1	106	0.178	
96	6	1	250	0.070	
96	6	1	146	0.058	
96	6	1	137	0.074	
96	6	1	144	0.081	
96	6	1	250	0.046	
97	6	1	108	0.047	
97	6	1	119	0.055	
97	6	1	127	0.079	
97	6	1	250	0.050	
97	6	1	114	0.080	
98	6	1	113	0.121	
98	6	1	119	0.100	
98	6	1	131	0.091	
98	6	1	124	0.113	
98	6	1	115	0.121	
99	6	1	131	0.086	
99	6	1	120	0.108	
99	6	1	112	0.092	
99	6	1	114	0.074	
99	6	0	51	0.023	
100	6	1	102	0.075	
100	6	1	125	0.124	
100	6	1	83	0.171	
100	6	1	90	0.104	
100	6	1	85	0.221	
101	6	1	250	0.222	
101	6	1	112	0.176	
101	6	1	76	0.315	
101	6	1	95	0.286	
101	6	1	81	0.298	
102	6	1	250	0.035	
102	6	1	92	0.128	
102	6	1	93	0.121	
102	6	1	103	0.120	
102	6	1	88	0.152	
103	6	1	134	0.086	
103	6	1	250	0.111	
103	6	1	137	0.097	
103	6	1	134	0.094	
103	6	1	250	0.053	
104	6	1	131	0.088	
104	6	1	250	0.062	
104	6	1	132	0.105	
104	6	1	250	0.115	
104	6	1	170	0.093	
105	6	1	138	0.068	
105	6	1	137	0.059	
105	6	1	182	0.060	
105	6	1	133	0.066	
105	6	1	125	0.062	
106	6	1	101	0.158	
106	6	1	118	0.130	
106	6	1	250	0.102	
106	6	1	250	0.099	
106	6	1	125	0.124	
107	6	1	134	0.085	
107	6	1	102	0.154	
107	6	1	123	0.086	
107	6	1	108	0.109	
107	6	1	151	0.096	
108	6	1	77	0.298	
108	6	1	88	0.177	
108	6	1	77	0.298	
108	6	1	87	0.177	
108	6	1	77	0.298	
109	6	1	110	0.125	
109	6	1	114	0.121	
109	6	1	130	0.088	
109	6	1	132	0.115	
109	6	1	109	0.101	
110	6	1	123	0.074	
110	6	1	103	0.134	
110	6	0	49	0.023	
110	6	1	109	0.098	
110	6	1	250	0.060	
111	6	1	250	0.040	
111	6	1	203	0.075	
111	6	1	222	0.072	
111	6	1	197	0.107	
111	6	1	191	0.094	
112	6	1	184	0.072	
112	6	0	72	0.019	
112	6	1	247	0.058	
112	6	1	173	0.053	
112	6	1	158	0.073	
113	6	1	160	0.068	
113	6	1	250	0.079	
113	6	1	140	0.036	
113	6	1	250	0.052	
113	6	1	149	0.084	
114	6	1	130	0.069	
114	6	1	250	0.094	
114	6	1	153	0.069	
114	6	1	147	0.051	
114	6	1	214	0.066	
115	6	1	55	0.107	
115	6	1	114	0.092	
115	6	1	136	0.090	
115	6	1	129	0.077	
115	6	1	119	0.093	
116	6	1	101	0.094	
116	6	1	250	0.325	
116	6	1	104	0.193	
116	6	1	109	0.088	
116	6	1	105	0.087	
117	6	1	196	0.080	
117	6	1	143	0.088	
117	6	1	250	0.065	
117	6	1	250	0.065	
117	6	1	162	0.053	
118	6	1	250	0.102	
118	6	1	166	0.065	
118	6	1	135	0.063	
118	6	1	250	0.069	
118	6	1	250	0.089	
119	6	1	202	0.031	
119	6	1	250	0.072	
119	6	0	81	0.000	
119	6	1	160	0.056	
119	6	1	235	0.074	
120	6	1	153	0.105	
120	6	1	143	0.102	
120	6	1	137	0.131	
120	6	1	136	0.111	
120	6	1	139	0.087	
121	6	1	124	0.066	
121	6	1	250	0.102	
121	6	1	250	0.067	
121	6	1	250	0.070	
121	6	1	132	0.089	
122	6	1	103	0.143	
122	6	1	97	0.127	
122	6	1	115	0.148	
122	6	1	108	0.133	
122	6	1	108	0.113	
123	6	1	250	0.070	
123	6	1	161	0.063	
123	6	1	175	0.050	
123	6	1	172	0.095	
123	6	1	250	0.062	
124	6	1	132	0.143	
124	6	1	131	0.144	
124	6	1	250	0.077	
124	6	1	250	0.122	
124	6	1	139	0.123	
125	6	1	191	0.097	
125	6	1	158	0.054	
125	6	1	141	0.051	
125	6	1	148	0.057	
125	6	1	142	0.047	
126	6	1	153	0.096	
126	6	1	250	0.070	
126	6	1	115	0.079	
126	6	1	150	0.087	
126	6	1	129	0.089	
127	6	1	170	0.097	
127	6	1	212	0.061	
127	6	1	240	0.078	
127	6	1	135	0.056	
127	6	1	153	0.057	
128	6	1	89	0.133	
128	6	1	250	0.134	
128	6	1	91	0.172	
128	6	1	88	0.157	
128	6	1	90	0.168	
129	6	1	126	0.123	
129	6	1	116	0.123	
129	6	1	136	0.079	
129	6	1	130	0.066	
129	6	1	132	0.069	
130	6	1	118	0.089	
130	6	1	89	0.192	
130	6	1	115	0.111	
130	6	1	112	0.115	
130	6	1	101	0.132	
131	6	1	124	0.058	
131	6	1	137	0.056	
131	6	1	132	0.077	
131	6	1	122	0.087	
131	6	1	136	0.064	
132	6	1	127	0.138	
132	6	1	106	0.162	
132	6	1	120	0.102	
132	6	1	102	0.084	
132	6	1	96	0.149	
133	6	1	157	0.067	
133	6	1	124	0.062	
133	6	1	250	0.068	
133	6	1	143	0.073	
133	6	1	130	0.072	
134	6	1	140	0.089	
134	6	1	250	0.080	
134	6	1	250	0.068	
134	6	1	149	0.087	
134	6	1	250	0.076	
135	6	1	94	0.220	
135	6	1	95	0.159	
135	6	1	88	0.238	
135	6	1	94	0.235	
135	6	1	250	0.180	
136	6	1	152	0.058	
136	6	1	250	0.041	
136	6	1	250	0.056	
136	6	1	250	0.031	
136	6	1	186	0.094	
137	6	1	161	0.055	
137	6	1	148	0.067	
137	6	1	178	0.068	
137	6	1	250	0.082	
137	6	1	250	0.044	
138	6	1	250	0.064	
138	6	1	160	0.065	
138	6	1	250	0.063	
138	6	1	250	0.063	
138	6	1	161	0.060	
139	6	1	108	0.131	
139	6	1	122	0.107	
139	6	1	98	0.084	
139	6	1	103	0.081	
139	6	1	93	0.155	
140	6	1	250	0.129	
140	6	1	130	0.119	
140	6	1	161	0.092	
140	6	1	139	0.112	
140	6	1	250	0.128	
141	6	1	112	0.128	
141	6	1	133	0.087	
141	6	1	116	0.145	
141	6	1	124	0.080	
141	6	1	116	0.100	
142	6	1	103	0.103	
142	6	1	84	0.128	
142	6	1	105	0.126	
142	6	1	91	0.114	
142	6	1	89	0.085	
143	6	1	137	0.078	
143	6	1	136	0.086	
143	6	1	137	0.084	
143	6	1	250	0.084	
143	6	1	122	0.115	
144	6	1	250	0.202	
144	6	1	114	0.110	
144	6	1	116	0.115	
144	6	1	124	0.094	
144	6	1	120	0.087	
145	6	1	121	0.123	
145	6	1	108	0.053	
145	6	1	123	0.085	
145	6	1	112	0.179	
145	6	1	134	0.061	
146	6	1	95	0.227	
146	6	1	85	0.249	
146	6	1	92	0.178	
146	6	1	94	0.237	
146	6	1	88	0.168	
147	6	1	120	0.128	
147	6	1	98	0.131	
147	6	1	101	0.109	
147	6	1	100	0.113	
147	6	1	97	0.138	
148	6	1	117	0.076	
148	6	1	71	0.114	
148	6	1	115	0.090	
148	6	1	130	0.066	
148	6	1	230	0.051	
149	6	1	110	0.129	
149	6	1	111	0.098	
149	6	1	103	0.140	
149	6	1	111	0.102	
149	6	1	100	0.131	
150	6	1	166	0.059	
150	6	1	139	0.082	
150	6	1	128	0.075	
150	6	1	46	0.028	
150	6	1	140	0.076	
151	6	1	177	0.069	
151	6	1	139	0.047	
151	6	1	127	0.075	
151	6	1	90	0.095	
151	6	1	132	0.042	
152	6	1	111	0.101	
152	6	1	102	0.084	
152	6	1	250	0.070	
152	6	1	95	0.091	
152	6	1	124	0.098	
153	6	1	128	0.056	
153	6	1	127	0.058	
153	6	1	250	0.064	
153	6	1	133	0.054	
153	6	1	125	0.051	
154	6	1	250	0.081	
154	6	1	150	0.077	
154	6	1	250	0.084	
154	6	1	140	0.058	
154	6	1	212	0.081	
155	6	1	107	0.106	
155	6	1	117	0.138	
155	6	1	133	0.095	
155	6	1	240	0.090	
155	6	1	121	0.110	
156	6	1	105	0.133	
156	6	1	114	0.120	
156	6	1	126	0.182	
156	6	1	97	0.192	
156	6	1	110	0.211	
157	6	1	220	0.053	
157	6	1	120	0.068	
157	6	1	152	0.029	
157	6	1	155	0.067	
157	6	1	170	0.074	
158	6	1	173	0.054	
158	6	1	177	0.059	
158	6	1	101	0.065	
158	6	1	165	0.052	
158	6	1	250	0.054	
159	6	1	119	0.109	
159	6	1	111	0.253	
159	6	1	86	0.207	
159	6	1	88	0.185	
159	6	1	94	0.191	
160	6	1	126	0.067	
160	6	1	250	0.063	
160	6	1	119	0.078	
160	6	1	119	0.069	
160	6	1	133	0.061	
161	6	1	104	0.109	
161	6	1	91	0.162	
161	6	1	87	0.158	
161	6	1	91	0.275	
161	6	1	87	0.252	
162	6	1	166	0.070	
162	6	1	154	0.068	
162	6	1	168	0.075	
162	6	1	169	0.073	
162	6	1	250	0.076	
163	6	1	250	0.061	
163	6	1	159	0.080	
163	6	1	250	0.110	
163	6	1	250	0.076	
163	6	1	158	0.099	
164	6	1	138	0.105	
164	6	1	132	0.095	
164	6	1	250	0.111	
164	6	1	47	0.131	
164	6	1	139	0.095	
165	6	1	149	0.060	
165	6	1	144	0.060	
165	6	1	146	0.062	
165	6	1	162	0.070	
165	6	1	144	0.075	
166	6	1	250	0.065	
166	6	1	119	0.087	
166	6	1	114	0.125	
166	6	1	143	0.123	
166	6	1	250	0.078	
167	6	1	65	0.067	
167	6	1	57	0.070	
167	6	1	110	0.069	
167	6	1	58	0.061	
167	6	1	60	0.049	
168	6	1	250	0.065	
168	6	1	152	0.074	
168	6	1	163	0.046	
168	6	1	156	0.057	
168	6	1	61	0.084	
169	6	1	156	0.057	
169	6	1	250	0.094	
169	6	1	250	0.038	
169	6	1	162	0.056	
169	6	1	214	0.043	
170	6	1	250	0.063	
170	6	1	101	0.080	
170	6	1	111	0.083	
170	6	1	146	0.070	
170	6	1	111	0.075	
171	6	1	153	0.093	
171	6	1	137	0.066	
171	6	1	167	0.072	
171	6	1	250	0.089	
171	6	1	250	0.093	
172	6	1	127	0.061	
172	6	1	140	0.084	
172	6	1	146	0.083	
172	6	1	129	0.080	
172	6	1	127	0.082	
173	6	1	250	0.181	
173	6	1	147	0.093	
173	6	1	192	0.035	
173	6	1	145	0.070	
173	6	1	138	0.092	
174	6	1	120	0.114	
174	6	1	142	0.101	
174	6	1	250	0.107	
174	6	1	120	0.125	
174	6	1	101	0.175	
175	6	1	157	0.052	
175	6	1	250	0.070	
175	6	1	167	0.068	
175	6	1	158	0.071	
175	6	1	147	0.066	
176	6	1	128	0.065	
176	6	1	126	0.128	
176	6	1	250	0.192	
176	6	1	144	0.063	
176	6	1	250	0.056	
177	6	1	170	0.066	
177	6	1	147	0.078	
177	6	1	133	0.075	
177	6	1	153	0.040	
177	6	1	129	0.096	
178	6	1	250	0.071	
178	6	1	142	0.092	
178	6	1	168	0.048	
178	6	1	130	0.067	
178	6	1	141	0.059	
179	6	1	120	0.051	
179	6	1	158	0.062	
179	6	1	250	0.092	
179	6	1	165	0.064	
179	6	1	250	0.078	
180	6	1	250	0.056	
180	6	1	164	0.068	
180	6	1	250	0.053	
180	6	1	158	0.071	
180	6	1	250	0.042	
181	6	1	250	0.149	
181	6	1	158	0.080	
181	6	1	173	0.072	
181	6	1	79	0.078	
181	6	1	250	0.132	
182	6	1	148	0.053	
182	6	1	153	0.065	
182	6	1	167	0.076	
182	6	1	199	0.047	
182	6	1	151	0.055	
183	6	1	127	0.070	
183	6	1	143	0.087	
183	6	1	163	0.075	
183	6	1	140	0.058	
183	6	1	141	0.098	
184	6	1	135	0.082	
184	6	1	143	0.088	
184	6	1	137	0.084	
184	6	1	115	0.070	
184	6	1	122	0.093	
185	6	1	128	0.095	
185	6	1	250	0.077	
185	6	1	137	0.075	
185	6	1	132	0.078	
185	6	1	250	0.106	
186	6	1	139	0.059	
186	6	1	159	0.054	
186	6	1	250	0.055	
186	6	1	250	0.065	
186	6	1	177	0.042	
187	6	1	250	0.044	
187	6	1	186	0.048	
187	6	0	82	0.000	
187	6	1	177	0.042	
187	6	1	250	0.073	
188	6	1	126	0.114	
188	6	1	138	0.090	
188	6	1	128	0.105	
188	6	1	161	0.111	
188	6	1	250	0.148	
189	6	1	250	0.062	
189	6	1	113	0.074	
189	6	1	127	0.072	
189	6	1	112	0.080	
189	6	1	155	0.069	
190	6	1	149	0.061	
190	6	1	170	0.051	
190	6	1	173	0.044	
190	6	1	250	0.061	
190	6	1	158	0.051	
191	6	1	250	0.095	
191	6	1	174	0.060	
191	6	1	154	0.074	
191	6	1	159	0.075	
191	6	1	250	0.063	
192	6	1	60	0.108	
192	6	1	130	0.081	
192	6	1	196	0.045	
192	6	1	168	0.075	
192	6	1	230	0.053	
193	6	1	250	0.107	
193	6	1	250	0.063	
193	6	1	158	0.080	
193	6	1	154	0.075	
193	6	1	148	0.051	
194	6	1	153	0.079	
194	6	1	250	0.070	
194	6	1	177	0.061	
194	6	1	203	0.070	
194	6	1	250	0.075	
195	6	1	130	0.069	
195	6	1	123	0.093	
195	6	1	107	0.070	
195	6	1	114	0.064	
195	6	1	161	0.080	
196	6	1	250	0.084	
196	6	1	148	0.070	
196	6	1	158	0.105	
196	6	1	118	0.059	
196	6	1	139	0.063	
197	6	1	126	0.090	
197	6	1	137	0.096	
197	6	1	122	0.097	
197	6	1	129	0.078	
197	6	1	126	0.076	
198	6	1	124	0.081	
198	6	1	126	0.066	
198	6	1	165	0.054	
198	6	1	250	0.089	
198	6	1	148	0.065	
199	6	1	152	0.054	
199	6	1	250	0.086	
199	6	1	250	0.047	
199	6	1	122	0.071	
199	6	0	110	0.024	
200	6	1	121	0.079	
200	6	1	134	0.079	
200	6	1	250	0.116	
200	6	1	250	0.104	
200	6	1	125	0.124	
201	6	1	121	0.073	
201	6	1	130	0.098	
201	6	1	103	0.103	
201	6	1	143	0.073	
201	6	1	250	0.079	
202	6	1	115	0.105	
202	6	1	113	0.117	
202	6	1	115	0.112	
202	6	1	119	0.111	
202	6	1	118	0.099	
203	6	0	107	0.024	
203	6	1	250	0.062	
203	6	1	215	0.052	
203	6	0	106	0.005	
203	6	1	250	0.052	
204	6	1	250	0.082	
204	6	1	157	0.048	
204	6	1	250	0.079	
204	6	1	140	0.055	
204	6	1	188	0.060	
205	6	1	179	0.073	
205	6	1	171	0.067	
205	6	1	250	0.095	
205	6	1	140	0.093	
205	6	1	250	0.086	
206	6	1	250	0.073	
206	6	1	50	0.113	
206	6	1	135	0.094	
206	6	1	151	0.073	
206	6	1	112	0.070	
207	6	1	240	0.080	
207	6	1	138	0.074	
207	6	1	95	0.081	
207	6	1	156	0.071	
207	6	1	147	0.054	
208	6	1	144	0.070	
208	6	1	250	0.243	
208	6	1	148	0.055	
208	6	1	215	0.065	
208	6	1	250	0.043	
209	6	1	250	0.101	
209	6	1	102	0.117	
209	6	1	104	0.115	
209	6	1	110	0.093	
209	6	1	93	0.141	
210	6	1	135	0.100	
210	6	1	166	0.066	
210	6	1	140	0.047	
210	6	1	250	0.054	
210	6	1	250	0.062	
211	6	1	250	0.051	
211	6	1	250	0.058	
211	6	1	250	0.042	
211	6	1	164	0.050	
211	6	1	135	0.055	
212	6	1	116	0.088	
212	6	1	94	0.126	
212	6	1	92	0.122	
212	6	1	88	0.124	
212	6	1	90	0.095	
213	6	1	155	0.066	
213	6	1	250	0.192	
213	6	1	142	0.077	
213	6	1	136	0.099	
